SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,RIDEXPRG,SIALANG
65609,2,1,3,,1
65610,1,9,4,,1
65611,2,19,2,,2
65612,1,5,4,,1
65613,2,53,3,,1
65614,2,10,1,,1
65615,1,80,3,,1
65616,1,0,3,,1
65617,1,41,4,,1
65618,2,2,2,,2
65619,1,20,1,,1
65620,2,25,3,2,1
65621,1,63,4,,1
65622,1,7,4,,1
65623,2,25,5,2,1
65624,2,11,4,,1
65625,1,23,5,,1
65626,1,11,4,,1
65627,1,16,4,,1
65628,1,56,1,,1
65629,2,51,5,,1
65630,1,4,1,,1
65631,1,24,4,,1
65632,2,42,2,2,1
65633,1,57,3,,1
65634,2,61,4,,1
65635,2,29,4,2,1
65636,2,51,4,,1
65637,1,66,4,,1
65638,1,12,5,,1
65639,2,14,3,,1
65640,2,65,4,,1
65641,2,33,3,2,1
65642,2,41,3,2,1
65643,2,38,3,1,1
65644,2,19,4,,1
65645,1,80,3,,1
65646,1,8,3,,1
65647,2,29,3,2,1
65648,1,61,4,,1
65649,2,37,4,2,1
65650,2,79,5,,1
65651,1,6,5,,1
65652,2,1,3,,1
65653,2,30,4,2,1
65654,1,10,5,,1
65655,2,54,4,,1
65656,2,2,3,,1
65657,1,15,1,,2
65658,2,49,4,,1
65659,2,71,4,,1
65660,2,73,3,,1
65661,2,38,2,2,2
65662,2,31,4,2,1
65663,2,24,3,3,1
65664,2,13,3,,1
65665,1,19,1,,1
65666,2,3,2,,1
65667,1,8,4,,1
65668,2,8,5,,1
65669,1,47,3,,1
65670,1,13,1,,2
65671,2,2,4,,1
65672,2,22,5,2,1
65673,1,2,3,,1
65674,2,80,4,,1
65675,1,66,1,,1
65676,2,35,3,2,1
65677,2,4,1,,2
65678,1,33,3,,1
65679,1,69,5,,1
65680,2,44,5,2,1
65681,2,4,1,,1
65682,2,57,3,,1
65683,1,51,5,,1
65684,1,14,1,,2
65685,2,29,1,2,1
65686,2,9,4,,1
65687,2,55,3,,1
65688,2,54,3,,1
65689,1,19,4,,1
65690,1,16,3,,1
65691,2,16,5,,1
65692,1,14,3,,1
65693,1,7,3,,1
65694,2,5,2,,2
65695,1,9,5,,1
65696,2,8,4,,1
65697,1,16,3,,1
65698,1,8,4,,1
65699,1,50,3,,1
65700,2,18,4,,1
65701,2,17,4,,1
65702,2,62,1,,1
65703,2,29,1,2,1
65704,2,7,3,,1
65705,2,63,1,,1
65706,2,11,3,,1
65707,1,75,3,,1
65708,2,80,3,,1
65709,2,17,3,,1
65710,2,17,4,,1
65711,1,46,5,,1
65712,1,75,2,,1
65713,1,72,3,,1
65714,1,72,3,,1
65715,1,12,5,,1
65716,2,54,3,,1
65717,1,10,4,,1
65718,2,11,5,,1
65719,1,68,5,,1
65720,1,5,2,,1
65721,2,6,1,,1
65722,2,39,1,2,1
65723,1,73,3,,1
65724,2,4,1,,1
65725,2,8,3,,1
65726,1,23,5,,1
65727,2,3,1,,1
65728,2,0,4,,1
65729,1,9,3,,1
65730,2,52,4,,1
65731,1,17,2,,1
65732,1,2,1,,1
65733,2,29,5,3,1
65734,2,14,4,,1
65735,2,69,2,,2
65736,1,71,5,,1
65737,2,53,3,,1
65738,1,35,3,,1
65739,1,71,3,,1
65740,1,68,4,,1
65741,1,26,1,,2
65742,1,30,1,,2
65743,2,40,4,2,1
65744,2,80,3,,1
65745,1,27,3,,1
65746,1,19,3,,1
65747,2,6,4,,1
65748,1,64,4,,1
65749,2,2,2,,2
65750,1,14,3,,1
65751,1,54,1,,2
65752,1,21,5,,1
65753,2,30,3,2,1
65754,2,50,1,,2
65755,2,64,1,,2
65756,1,12,5,,1
65757,2,45,3,,1
65758,2,67,5,,1
65759,1,11,3,,1
65760,1,41,1,,1
65761,1,31,3,,1
65762,2,11,5,,1
65763,2,68,4,,1
65764,2,73,3,,1
65765,2,20,3,2,1
65766,2,67,3,,1
65767,1,1,3,,1
65768,2,50,3,,1
65769,1,31,4,,1
65770,1,40,1,,2
65771,1,55,5,,1
65772,2,80,4,,1
65773,1,34,4,,1
65774,1,24,1,,1
65775,2,49,4,,1
65776,1,2,4,,1
65777,2,11,4,,1
65778,1,11,4,,1
65779,2,2,5,,1
65780,2,7,3,,1
65781,2,41,5,2,1
65782,2,53,4,,1
65783,1,25,3,,1
65784,2,57,4,,1
65785,1,0,1,,2
65786,1,8,3,,1
65787,1,39,3,,1
65788,2,5,5,,1
65789,1,5,4,,1
65790,2,5,2,,1
65791,1,24,5,,1
65792,1,0,1,,1
65793,2,16,3,,1
65794,1,9,5,,1
65795,1,9,4,,1
65796,1,56,4,,1
65797,2,52,4,,1
65798,2,26,2,2,1
65799,1,21,5,,1
65800,2,61,3,,1
65801,2,9,4,,1
65802,2,9,4,,1
65803,2,15,3,,1
65804,1,59,3,,1
65805,2,11,3,,1
65806,1,5,1,,1
65807,1,49,3,,1
65808,1,65,4,,1
65809,1,0,3,,1
65810,2,2,3,,1
65811,2,11,1,,2
65812,1,30,5,,1
65813,1,11,1,,1
65814,1,11,4,,1
65815,2,65,4,,1
65816,1,6,3,,1
65817,2,19,3,,1
65818,1,17,5,,1
65819,1,9,1,,2
65820,1,77,5,,1
65821,2,5,5,,1
65822,1,63,3,,1
65823,1,37,1,,1
65824,1,57,3,,1
65825,2,8,4,,1
65826,1,15,1,,1
65827,1,42,1,,1
65828,2,22,3,2,1
65829,2,3,3,,1
65830,1,2,1,,1
65831,2,19,4,,1
65832,2,80,4,,1
65833,2,1,1,,2
65834,1,6,4,,1
65835,1,18,5,,1
65836,2,18,5,,1
65837,1,66,4,,1
65838,1,63,2,,1
65839,1,4,1,,1
65840,1,21,5,,1
65841,1,63,3,,1
65842,1,0,1,,1
65843,1,9,1,,2
65844,1,69,2,,2
65845,1,13,5,,1
65846,2,61,2,,2
65847,1,3,2,,2
65848,1,11,5,,1
65849,1,74,3,,1
65850,1,58,1,,1
65851,2,20,1,2,1
65852,2,29,2,2,1
65853,2,14,3,,1
65854,1,56,5,,1
65855,1,8,3,,1
65856,1,63,4,,1
65857,2,64,3,,1
65858,2,5,1,,2
65859,2,0,3,,1
65860,2,5,4,,1
65861,1,8,2,,1
65862,1,54,3,,1
65863,2,33,5,2,1
65864,1,0,3,,1
65865,2,34,2,1,1
65866,2,6,4,,1
65867,2,60,3,,1
65868,1,70,3,,1
65869,2,66,4,,1
65870,2,1,5,,1
65871,2,6,1,,1
65872,1,1,1,,2
65873,2,36,5,2,1
65874,2,43,3,2,1
65875,2,4,1,,1
65876,1,36,4,,1
65877,1,76,4,,1
65878,1,29,5,,1
65879,2,32,1,2,1
65880,2,26,1,2,1
65881,1,1,4,,1
65882,2,11,2,,1
65883,1,79,4,,1
65884,1,2,5,,1
65885,1,69,3,,1
65886,2,2,5,,1
65887,1,0,1,,2
65888,2,11,4,,1
65889,1,30,2,,2
65890,1,3,2,,1
65891,1,3,4,,1
65892,2,80,3,,1
65893,2,55,4,,1
65894,1,12,4,,1
65895,2,50,3,,1
65896,2,31,3,2,1
65897,1,13,1,,1
65898,1,66,4,,1
65899,2,12,4,,1
65900,2,18,3,,1
65901,1,22,5,,1
65902,2,22,4,1,1
65903,1,2,4,,1
65904,2,4,2,,1
65905,1,54,5,,1
65906,2,7,2,,1
65907,2,47,2,,2
65908,1,17,4,,1
65909,1,35,5,,1
65910,1,36,5,,1
65911,2,76,3,,1
65912,1,18,5,,1
65913,2,19,4,,1
65914,2,79,4,,1
65915,1,37,1,,2
65916,1,9,4,,1
65917,2,6,5,,1
65918,2,34,5,2,1
65919,2,73,5,,1
65920,2,36,3,2,1
65921,2,41,5,2,1
65922,1,10,4,,1
65923,1,62,3,,1
65924,2,19,4,,1
65925,1,23,5,,1
65926,2,14,4,,1
65927,2,65,3,,1
65928,2,39,3,2,1
65929,1,64,3,,1
65930,2,80,3,,1
65931,1,22,5,,1
65932,1,17,2,,1
65933,1,11,3,,1
65934,1,3,3,,1
65935,1,18,4,,1
65936,1,7,3,,1
65937,2,61,2,,2
65938,1,0,1,,2
65939,2,20,4,2,1
65940,2,24,5,2,1
65941,1,6,2,,1
65942,2,3,1,,1
65943,1,2,4,,1
65944,2,64,2,,1
65945,2,2,1,,1
65946,1,34,3,,1
65947,2,3,5,,1
65948,1,5,4,,1
65949,1,48,2,,2
65950,1,32,4,,1
65951,2,50,3,,1
65952,1,17,2,,2
65953,2,24,1,1,2
65954,2,66,4,,1
65955,2,80,3,,1
65956,1,37,3,,1
65957,2,47,2,,1
65958,2,13,3,,1
65959,1,13,1,,2
65960,2,0,4,,1
65961,2,0,3,,1
65962,2,56,4,,1
65963,2,60,5,,1
65964,1,13,4,,1
65965,1,6,2,,2
65966,1,19,4,,1
65967,2,36,2,2,1
65968,2,8,2,,1
65969,1,14,1,,1
65970,1,22,4,,1
65971,1,30,3,,1
65972,2,1,1,,1
65973,2,5,4,,1
65974,2,63,3,,1
65975,2,30,3,2,2
65976,1,13,4,,1
65977,1,3,2,,2
65978,1,57,3,,1
65979,2,2,5,,1
65980,1,38,3,,1
65981,1,8,2,,1
65982,2,4,3,,1
65983,1,9,4,,1
65984,2,16,5,,1
65985,2,7,5,,1
65986,1,45,3,,1
65987,2,29,5,2,1
65988,1,20,5,,1
65989,1,1,2,,2
65990,1,53,5,,1
65991,2,26,3,2,1
65992,2,61,4,,1
65993,2,65,3,,1
65994,1,62,4,,1
65995,2,80,3,,1
65996,2,9,3,,1
65997,2,17,4,,1
65998,2,67,4,,1
65999,1,69,2,,2
66000,2,54,2,,1
66001,1,62,3,,1
66002,1,11,1,,2
66003,1,24,4,,1
66004,1,2,1,,2
66005,2,18,2,,1
66006,2,18,3,,1
66007,2,9,3,,1
66008,2,43,3,2,1
66009,2,0,4,,1
66010,2,40,3,2,1
66011,2,12,4,,1
66012,1,2,1,,1
66013,1,23,2,,1
66014,2,5,4,,1
66015,1,64,5,,1
66016,2,4,5,,1
66017,2,11,3,,1
66018,2,4,4,,1
66019,1,12,4,,1
66020,2,9,1,,2
66021,1,33,5,,1
66022,2,35,4,2,1
66023,1,2,5,,1
66024,2,11,1,,1
66025,1,8,4,,1
66026,1,65,3,,1
66027,2,40,1,3,1
66028,2,30,3,2,1
66029,1,25,3,,1
66030,1,13,1,,1
66031,2,56,5,,1
66032,1,36,2,,1
66033,2,37,3,2,1
66034,1,29,3,,1
66035,1,0,1,,1
66036,2,70,3,,1
66037,2,14,4,,1
66038,2,2,1,,2
66039,1,8,3,,1
66040,2,24,2,2,1
66041,1,58,1,,1
66042,1,15,2,,1
66043,2,64,3,,1
66044,1,14,5,,1
66045,1,55,3,,1
66046,2,0,1,,1
66047,2,0,4,,1
66048,2,6,5,,1
66049,1,73,2,,2
66050,2,80,4,,1
66051,1,40,3,,1
66052,2,43,3,2,1
66053,2,65,3,,1
66054,2,33,3,2,1
66055,1,4,4,,1
66056,2,57,4,,1
66057,2,48,4,,1
66058,2,74,3,,1
66059,1,60,2,,1
66060,2,8,2,,1
66061,1,34,3,,1
66062,1,7,3,,1
66063,1,0,1,,1
66064,2,3,1,,2
66065,2,2,5,,1
66066,2,80,3,,1
66067,2,7,4,,1
66068,1,76,5,,1
66069,2,55,2,,2
66070,2,62,4,,1
66071,2,65,4,,1
66072,1,77,3,,1
66073,1,80,1,,2
66074,1,42,4,,1
66075,1,69,5,,1
66076,1,17,2,,2
66077,1,63,3,,1
66078,1,3,3,,1
66079,1,54,4,,1
66080,1,8,4,,1
66081,1,8,4,,1
66082,2,9,4,,1
66083,1,21,3,,1
66084,2,76,3,,1
66085,2,5,5,,1
66086,2,80,2,,2
66087,2,18,2,,1
66088,1,2,4,,1
66089,1,34,3,,1
66090,2,25,1,1,1
66091,1,41,3,,1
66092,2,68,5,,1
66093,2,41,4,2,1
66094,1,25,5,,1
66095,2,72,3,,1
66096,2,26,1,2,1
66097,2,11,5,,1
66098,1,29,4,,1
66099,1,15,5,,1
66100,2,16,4,,1
66101,2,20,3,2,1
66102,2,2,4,,1
66103,1,25,3,,1
66104,2,50,3,,1
66105,1,6,3,,1
66106,2,2,2,,1
66107,1,16,4,,1
66108,1,53,5,,1
66109,1,32,3,,1
66110,1,63,3,,1
66111,2,26,4,2,1
66112,2,33,4,3,1
66113,1,40,3,,1
66114,2,39,3,2,1
66115,2,59,3,,1
66116,1,47,4,,1
66117,2,16,3,,1
66118,1,10,1,,2
66119,1,14,3,,1
66120,2,3,4,,1
66121,1,47,3,,1
66122,1,2,3,,1
66123,2,29,3,2,1
66124,2,37,1,2,2
66125,2,46,2,,1
66126,2,67,4,,1
66127,2,61,4,,1
66128,2,1,2,,1
66129,2,60,3,,1
66130,2,0,3,,1
66131,2,36,3,2,1
66132,1,26,3,,1
66133,1,40,2,,1
66134,1,4,1,,1
66135,1,24,4,,1
66136,1,27,3,,1
66137,1,20,5,,1
66138,2,36,5,2,1
66139,1,47,4,,1
66140,2,63,4,,1
66141,1,71,3,,1
66142,1,21,4,,1
66143,2,2,2,,1
66144,2,4,1,,1
66145,2,5,4,,1
66146,2,6,3,,1
66147,2,57,5,,1
66148,1,0,4,,1
66149,1,18,4,,1
66150,2,72,4,,1
66151,2,74,4,,1
66152,2,58,4,,1
66153,1,78,3,,1
66154,1,74,3,,1
66155,2,19,4,,1
66156,2,15,4,,1
66157,1,80,3,,1
66158,1,11,5,,1
66159,2,6,5,,1
66160,2,36,4,3,1
66161,1,80,3,,1
66162,2,60,2,,2
66163,1,12,1,,2
66164,2,6,4,,1
66165,1,24,3,,1
66166,2,2,4,,1
66167,2,23,5,2,1
66168,2,8,3,,1
66169,1,63,3,,1
66170,1,2,5,,1
66171,2,6,4,,1
66172,2,20,3,2,1
66173,2,32,1,2,1
66174,2,4,4,,1
66175,1,13,3,,1
66176,1,0,3,,1
66177,1,44,4,,1
66178,1,62,4,,1
66179,2,23,5,2,1
66180,2,15,5,,1
66181,2,11,3,,1
66182,1,7,3,,1
66183,2,14,4,,1
66184,1,24,4,,1
66185,2,2,3,,1
66186,2,45,1,,2
66187,1,24,3,,1
66188,1,7,2,,2
66189,1,47,1,,1
66190,2,1,5,,1
66191,2,56,4,,1
66192,1,80,3,,1
66193,2,25,4,2,1
66194,2,63,3,,1
66195,2,9,4,,1
66196,2,31,4,2,1
66197,2,60,2,,2
66198,2,46,5,,1
66199,2,58,2,,2
66200,1,10,1,,1
66201,1,45,3,,1
66202,1,61,5,,1
66203,1,17,5,,1
66204,2,33,4,2,1
66205,2,28,3,2,1
66206,1,62,4,,1
66207,1,80,4,,1
66208,1,53,3,,1
66209,1,15,4,,1
66210,2,63,4,,1
66211,2,8,5,,1
66212,1,8,1,,2
66213,1,18,5,,1
66214,2,70,3,,1
66215,1,47,3,,1
66216,2,8,5,,1
66217,2,51,1,,2
66218,2,43,5,3,1
66219,2,46,3,,1
66220,1,19,3,,1
66221,2,59,5,,1
66222,1,47,4,,1
66223,2,9,3,,1
66224,2,80,3,,1
66225,2,0,4,,1
66226,1,2,2,,1
66227,1,66,5,,1
66228,1,28,3,,1
66229,1,71,3,,1
66230,2,64,2,,2
66231,1,0,1,,1
66232,2,17,5,,1
66233,2,25,5,1,1
66234,1,26,3,,1
66235,2,33,5,2,1
66236,1,3,1,,1
66237,1,52,2,,2
66238,2,61,4,,1
66239,1,80,5,,1
66240,1,47,5,,1
66241,2,50,2,,2
66242,2,14,1,,1
66243,2,39,4,2,1
66244,2,3,1,,2
66245,1,47,5,,1
66246,1,40,3,,1
66247,1,70,4,,1
66248,1,4,3,,1
66249,2,27,5,2,1
66250,2,21,3,3,1
66251,1,33,1,,2
66252,1,0,3,,1
66253,2,38,3,2,1
66254,2,64,2,,2
66255,1,12,1,,2
66256,2,49,1,,2
66257,1,15,4,,1
66258,1,14,5,,1
66259,1,45,5,,1
66260,2,4,5,,1
66261,1,52,3,,1
66262,2,80,3,,1
66263,1,65,3,,1
66264,2,64,1,,2
66265,1,16,4,,1
66266,2,28,4,2,1
66267,1,0,3,,1
66268,1,58,3,,1
66269,1,19,3,,1
66270,1,76,5,,1
66271,1,80,3,,1
66272,2,29,5,3,1
66273,2,13,2,,1
66274,1,5,1,,2
66275,2,20,4,2,1
66276,2,47,3,,1
66277,2,19,5,,1
66278,2,36,2,2,2
66279,1,62,4,,1
66280,2,69,5,,1
66281,2,51,3,,1
66282,2,1,5,,1
66283,2,33,4,2,1
66284,1,12,4,,1
66285,1,51,5,,1
66286,1,11,4,,1
66287,1,47,5,,1
66288,2,4,5,,1
66289,1,41,3,,1
66290,2,63,3,,1
66291,2,33,4,2,1
66292,2,9,2,,2
66293,1,33,3,,1
66294,1,76,3,,1
66295,2,80,3,,1
66296,1,43,3,,1
66297,1,68,4,,1
66298,2,61,2,,2
66299,2,22,5,2,1
66300,2,35,3,2,1
66301,1,12,4,,1
66302,2,45,3,,1
66303,2,24,4,2,1
66304,1,30,3,,1
66305,2,13,4,,1
66306,2,56,4,,1
66307,1,44,4,,1
66308,1,55,3,,1
66309,2,30,5,2,1
66310,2,53,5,,1
66311,1,39,5,,1
66312,1,80,3,,1
66313,2,1,1,,1
66314,1,2,1,,2
66315,1,2,1,,1
66316,2,0,3,,1
66317,1,43,3,,1
66318,2,6,4,,1
66319,2,76,3,,1
66320,1,21,4,,1
66321,2,71,3,,1
66322,1,56,4,,1
66323,2,49,1,,2
66324,1,1,4,,1
66325,2,24,4,2,1
66326,1,47,4,,1
66327,1,60,2,,2
66328,2,12,5,,1
66329,1,6,5,,1
66330,2,2,3,,1
66331,2,77,3,,1
66332,1,19,4,,1
66333,1,6,2,,1
66334,1,37,1,,2
66335,1,35,3,,1
66336,1,71,3,,1
66337,2,9,5,,1
66338,2,31,3,2,1
66339,1,18,1,,1
66340,1,0,1,,2
66341,1,51,3,,1
66342,2,32,3,2,1
66343,2,20,3,2,1
66344,2,7,4,,1
66345,2,25,5,3,1
66346,2,17,5,,1
66347,1,80,3,,1
66348,2,13,5,,1
66349,2,24,5,2,1
66350,1,14,1,,2
66351,2,80,3,,1
66352,2,18,2,,2
66353,1,5,1,,1
66354,2,6,1,,2
66355,1,62,5,,1
66356,1,0,4,,1
66357,1,52,1,,2
66358,1,64,3,,1
66359,2,10,3,,1
66360,2,6,1,,1
66361,1,4,2,,1
66362,2,55,3,,1
66363,2,4,2,,1
66364,2,2,2,,1
66365,1,4,3,,1
66366,2,26,4,1,1
66367,2,6,4,,1
66368,1,7,1,,2
66369,2,48,4,,1
66370,1,2,1,,2
66371,1,77,4,,1
66372,1,5,4,,1
66373,2,68,3,,1
66374,2,3,1,,1
66375,1,31,3,,1
66376,1,10,3,,1
66377,1,43,3,,1
66378,2,59,3,,1
66379,2,1,2,,1
66380,2,0,3,,1
66381,1,66,4,,1
66382,2,40,1,2,1
66383,2,3,5,,1
66384,2,38,3,2,1
66385,2,80,3,,1
66386,2,50,2,,2
66387,2,2,1,,1
66388,2,7,4,,1
66389,1,55,3,,1
66390,2,9,1,,2
66391,2,28,3,2,1
66392,1,14,5,,1
66393,2,43,5,2,1
66394,2,2,1,,1
66395,2,41,5,2,1
66396,2,46,5,,1
66397,1,55,4,,1
66398,1,70,4,,1
66399,1,61,4,,1
66400,2,11,5,,1
66401,2,6,1,,2
66402,1,60,5,,1
66403,2,5,1,,2
66404,2,35,3,2,1
66405,1,58,4,,1
66406,1,10,5,,1
66407,2,9,2,,1
66408,2,0,4,,1
66409,2,36,3,2,1
66410,1,43,3,,1
66411,2,11,4,,1
66412,2,41,2,2,2
66413,2,4,5,,1
66414,2,4,4,,1
66415,1,1,2,,1
66416,2,63,3,,1
66417,2,5,4,,1
66418,2,26,5,3,1
66419,2,7,1,,1
66420,1,12,5,,1
66421,1,73,5,,1
66422,2,33,4,2,1
66423,1,7,5,,1
66424,2,14,1,,1
66425,1,79,4,,1
66426,2,2,1,,1
66427,1,63,4,,1
66428,2,1,5,,1
66429,2,69,2,,2
66430,1,11,1,,2
66431,2,23,3,2,1
66432,2,9,3,,1
66433,2,11,3,,1
66434,2,17,2,,1
66435,1,3,2,,1
66436,2,74,5,,1
66437,1,9,5,,1
66438,1,44,2,,2
66439,2,48,1,,1
66440,1,8,2,,1
66441,1,74,5,,1
66442,1,48,3,,1
66443,2,38,1,2,2
66444,2,43,4,2,1
66445,2,11,1,,1
66446,1,4,4,,1
66447,1,27,4,,1
66448,1,44,5,,1
66449,1,62,5,,1
66450,2,7,3,,1
66451,2,52,2,,1
66452,1,2,4,,1
66453,2,22,5,2,1
66454,1,13,4,,1
66455,2,2,1,,1
66456,2,70,4,,1
66457,1,70,2,,1
66458,2,70,4,,1
66459,2,15,1,,2
66460,1,37,3,,1
66461,1,0,5,,1
66462,1,57,4,,1
66463,2,3,4,,1
66464,1,21,1,,1
66465,2,38,3,2,1
66466,1,6,1,,2
66467,2,48,3,,1
66468,1,9,5,,1
66469,1,18,3,,1
66470,2,31,1,3,1
66471,1,10,4,,1
66472,1,61,3,,1
66473,1,56,3,,1
66474,2,43,3,2,1
66475,2,61,5,,1
66476,1,60,3,,1
66477,2,32,2,3,2
66478,1,14,1,,1
66479,2,2,3,,1
66480,2,13,1,,2
66481,1,12,2,,2
66482,2,9,1,,2
66483,2,13,4,,1
66484,1,6,3,,1
66485,2,33,4,2,1
66486,1,1,2,,2
66487,1,31,4,,1
66488,2,10,5,,1
66489,1,4,3,,1
66490,2,57,3,,1
66491,2,30,3,2,1
66492,1,13,2,,1
66493,2,19,4,,1
66494,1,47,3,,1
66495,2,80,2,,2
66496,2,2,5,,1
66497,2,25,4,2,1
66498,2,14,3,,1
66499,1,21,3,,1
66500,1,15,5,,1
66501,1,0,1,,2
66502,1,20,4,,1
66503,1,50,4,,1
66504,1,70,3,,1
66505,1,34,1,,2
66506,2,25,3,2,1
66507,1,74,3,,1
66508,2,13,4,,1
66509,2,70,3,,1
66510,1,11,4,,1
66511,2,52,2,,2
66512,2,8,1,,2
66513,1,69,5,,1
66514,2,36,4,2,1
66515,2,70,5,,1
66516,1,6,1,,1
66517,1,2,4,,1
66518,2,80,4,,1
66519,2,9,4,,1
66520,2,54,4,,1
66521,2,8,3,,1
66522,2,46,3,,1
66523,2,66,4,,1
66524,1,51,3,,1
66525,1,47,3,,1
66526,1,0,3,,1
66527,2,74,4,,1
66528,2,13,4,,1
66529,1,0,4,,1
66530,2,3,5,,1
66531,2,57,5,,1
66532,1,48,5,,1
66533,1,79,4,,1
66534,1,3,4,,1
66535,1,23,5,,1
66536,2,52,2,,2
66537,1,15,3,,1
66538,1,69,3,,1
66539,2,9,3,,1
66540,2,0,4,,1
66541,2,70,4,,1
66542,1,63,4,,1
66543,2,57,4,,1
66544,2,37,4,2,1
66545,2,6,4,,1
66546,2,2,2,,1
66547,1,65,3,,1
66548,2,4,3,,1
66549,2,9,1,,1
66550,2,42,4,2,1
66551,1,22,3,,1
66552,1,45,2,,1
66553,1,61,1,,2
66554,1,60,3,,1
66555,2,1,4,,1
66556,1,60,3,,1
66557,1,13,1,,1
66558,2,54,3,,1
66559,1,47,2,,1
66560,2,5,2,,1
66561,2,42,1,2,2
66562,2,26,3,2,1
66563,2,73,4,,1
66564,2,47,3,,1
66565,2,66,3,,1
66566,1,17,5,,1
66567,2,2,1,,2
66568,2,52,3,,1
66569,2,62,2,,1
66570,2,28,5,2,1
66571,1,13,3,,1
66572,2,2,4,,1
66573,1,63,1,,2
66574,1,6,2,,1
66575,1,38,3,,1
66576,1,15,4,,1
66577,2,11,4,,1
66578,2,18,2,,1
66579,1,13,5,,1
66580,1,1,4,,1
66581,2,17,5,,1
66582,1,55,5,,1
66583,1,64,1,,1
66584,1,44,3,,1
66585,1,40,5,,1
66586,1,29,4,,1
66587,1,47,2,,2
66588,2,4,1,,1
66589,1,23,3,,1
66590,2,7,5,,1
66591,1,34,3,,1
66592,2,9,4,,1
66593,1,13,1,,1
66594,1,61,1,,2
66595,1,16,5,,1
66596,2,7,5,,1
66597,2,54,1,,1
66598,1,37,3,,1
66599,2,31,3,2,1
66600,2,64,4,,1
66601,2,1,5,,1
66602,2,40,3,2,1
66603,2,34,3,2,1
66604,2,1,5,,1
66605,2,11,4,,1
66606,2,0,3,,1
66607,1,67,2,,1
66608,2,18,5,,1
66609,1,49,3,,1
66610,2,3,5,,1
66611,2,15,2,,2
66612,1,64,2,,1
66613,1,9,5,,1
66614,2,44,3,2,1
66615,2,16,4,,1
66616,1,5,1,,1
66617,2,11,4,,1
66618,2,11,5,,1
66619,2,72,3,,1
66620,1,64,3,,1
66621,1,0,3,,1
66622,1,9,5,,1
66623,1,62,5,,1
66624,2,6,4,,1
66625,1,4,5,,1
66626,1,6,5,,1
66627,1,17,4,,1
66628,2,41,3,2,1
66629,2,0,2,,2
66630,1,58,5,,1
66631,2,69,4,,1
66632,1,58,3,,1
66633,1,41,5,,1
66634,1,9,5,,1
66635,1,78,5,,1
66636,2,19,4,,1
66637,2,1,4,,1
66638,2,9,1,,2
66639,1,10,1,,2
66640,2,32,3,2,1
66641,2,46,3,,1
66642,1,41,3,,1
66643,1,39,5,,1
66644,2,63,3,,1
66645,1,13,5,,1
66646,2,70,3,,1
66647,1,19,3,,1
66648,2,7,4,,1
66649,2,53,4,,1
66650,1,25,4,,1
66651,1,10,2,,1
66652,1,17,4,,1
66653,1,42,3,,1
66654,1,47,4,,1
66655,2,39,5,2,1
66656,2,41,2,3,2
66657,2,16,3,,1
66658,2,14,5,,1
66659,1,7,1,,1
66660,1,37,4,,1
66661,1,68,3,,1
66662,1,36,3,,1
66663,1,62,5,,1
66664,2,0,4,,1
66665,2,27,3,2,1
66666,1,1,3,,1
66667,2,11,3,,1
66668,2,64,3,,1
66669,2,63,3,,1
66670,1,53,5,,1
66671,1,46,2,,1
66672,1,60,1,,1
66673,2,25,2,2,1
66674,2,80,3,,1
66675,1,4,2,,2
66676,2,10,4,,1
66677,2,18,2,,1
66678,1,21,3,,1
66679,1,30,5,,1
66680,2,56,4,,1
66681,2,23,4,1,1
66682,2,6,2,,2
66683,1,58,4,,1
66684,1,16,5,,1
66685,1,29,1,,2
66686,1,50,3,,1
66687,2,53,2,,1
66688,2,19,5,,1
66689,2,71,1,,2
66690,1,65,1,,2
66691,1,1,4,,1
66692,2,1,1,,2
66693,1,18,5,,1
66694,1,1,2,,1
66695,1,60,3,,1
66696,1,11,3,,1
66697,2,13,3,,1
66698,1,21,3,,1
66699,1,33,3,,1
66700,1,10,4,,1
66701,1,75,2,,2
66702,1,47,4,,1
66703,1,2,5,,1
66704,2,28,4,3,1
66705,2,3,4,,1
66706,1,8,5,,1
66707,1,13,1,,1
66708,2,55,4,,1
66709,1,57,3,,1
66710,1,66,5,,1
66711,2,11,5,,1
66712,1,31,5,,1
66713,2,60,3,,1
66714,2,21,1,2,1
66715,1,64,4,,1
66716,1,30,4,,1
66717,2,23,2,3,1
66718,2,56,3,,1
66719,2,9,3,,1
66720,1,58,4,,1
66721,2,47,5,,1
66722,2,41,3,2,1
66723,1,14,4,,1
66724,1,31,3,,1
66725,1,57,3,,1
66726,1,18,5,,1
66727,1,11,5,,1
66728,2,71,5,,1
66729,2,64,3,,1
66730,1,9,5,,1
66731,1,46,3,,1
66732,1,16,5,,1
66733,2,80,4,,1
66734,2,16,5,,1
66735,1,24,5,,1
66736,2,55,5,,1
66737,2,14,2,,1
66738,1,59,2,,1
66739,1,9,5,,1
66740,2,0,3,,1
66741,2,73,3,,1
66742,1,4,4,,1
66743,2,68,2,,2
66744,1,80,3,,1
66745,2,16,1,,1
66746,2,23,3,2,1
66747,1,59,3,,1
66748,1,73,5,,1
66749,2,56,4,,1
66750,2,73,2,,2
66751,2,9,5,,1
66752,2,51,4,,1
66753,2,2,3,,1
66754,1,47,4,,1
66755,2,33,1,3,2
66756,1,11,2,,1
66757,2,59,5,,1
66758,2,80,3,,1
